metric,score,evaluation_model
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.9,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.857142857,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.375,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.555555556,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.333333333,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.333333333,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.333333333,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.333333333,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.333333333,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.454545455,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.166666667,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.714285714,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.833333333,Llama-3 70B
Contextual Relevancy,0.833333333,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.333333333,Llama-3 70B
Contextual Relevancy,0.25,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.6,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.272727273,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,0.818181818,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.875,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
