metric,score,evaluation_model
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0.5,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0.857142857,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0.090909091,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,0,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
Answer Relevancy,1,Llama-3 70B
