metric,score,evaluation_model
Contextual Recall,0,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.5,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.8,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.6,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.714285714,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.8,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.25,Llama-3 70B
Contextual Recall,0.444444444,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.444444444,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.2,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.6,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.5,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.2,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.25,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.333333333,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.75,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.076923077,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.947368421,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,1,Llama-3 70B
Contextual Recall,0.5,Llama-3 70B
