metric,score,evaluation_model,reason,error
Correctness (GEval),1.0,Llama-3 70B,"The actual output directly matches the expected output with the same details and information, and answers the input question accurately",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with additional information about one-time DIDs and format YYYYMMDD, but still answers the input question about the approval date for DIDs (Repetitive Acquisition).",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output and answers the input question directly and accurately without any discrepancies or omissions in details or values, and presents the information in a clear and concise manner",
Correctness (GEval),1.0,Llama-3 70B,"The actual output directly matches the expected output, with no discrepancies in details or values, and answers the input question correctly",
Correctness (GEval),0.0,Llama-3 70B,"The actual output does not match the expected output and provides unrelated information about access clearance, point of contact, office space, and infrastructure",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with the same information and details, answering the input question directly and accurately without any discrepancies or omissions",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with exact details and order, with no discrepancies or omissions found",
Correctness (GEval),1.0,Llama-3 70B,"The actual output accurately answers the input question and includes the required information from the expected output, with additional details that do not affect the overall accuracy of the response",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output and provides additional information, answering the input accurately and clearly",
Correctness (GEval),1.0,Llama-3 70B,"The actual output accurately addresses the input, providing a clear and detailed explanation of the flaws found in the functional level requirements, matching the expected output",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with the same details and information, and answers the input question correctly",
Correctness (GEval),1.0,Llama-3 70B,"The actual output matches the expected output with precise details and maintains the same functionality and/or services, and provides extra information about the boundary between requirements and design",
Correctness (GEval),1.0,Llama-3 70B,The actual output matches the expected output with additional information that does not contradict the main concept,
Correctness (GEval),0.8,Llama-3 70B,"The actual output provides examples of functionality that align with the expected output, but lacks specific mention of ",
Correctness (GEval),1.0,Llama-3 70B,"The actual output directly matches the expected output, with no discrepancies in details, values, or information between the two outputs, and answers the input question correctly",
Correctness (GEval),0.9,Llama-3 70B,"The actual output provides more details than expected, but still answers the input question and maintains factual accuracy",
Correctness (GEval),1.0,Llama-3 70B,"The actual output accurately answers the input and provides the required manoeuvring capability of the Lunar Exploration Light Rover in the horizontal plane, including the ability to turn-in-place, which aligns with the expected output",
Correctness (GEval),1.0,Llama-3 70B,"The actual output answers the input, and the main concepts between the expected and actual outputs are the same, with the actual output providing extra information about upgrading to transport astronauts",
Correctness (GEval),0.8,Llama-3 70B,"The actual output includes extra information and presents details in a different order, but answers the input correctly and maintains factual accuracy, with a minor discrepancy in the provided locations",
