metric,score,evaluation_model
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.727272727,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.888888889,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.833333333,Llama-3 70B
Contextual Relevancy,0.166666667,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.6,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.833333333,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.833333333,Llama-3 70B
Contextual Relevancy,0.833333333,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.571428571,Llama-3 70B
Contextual Relevancy,0.833333333,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.571428571,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.6,Llama-3 70B
Contextual Relevancy,0.714285714,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.833333333,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.888888889,Llama-3 70B
Contextual Relevancy,0.5,Llama-3 70B
Contextual Relevancy,0.666666667,Llama-3 70B
Contextual Relevancy,0.2,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.25,Llama-3 70B
Contextual Relevancy,0,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.75,Llama-3 70B
Contextual Relevancy,0.714285714,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,0.333333333,Llama-3 70B
Contextual Relevancy,0.8,Llama-3 70B
Contextual Relevancy,0.777777778,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
Contextual Relevancy,1,Llama-3 70B
